Customer Name-1,Row ID,Order ID,Customer ID,Product ID,Product Name,Customer Name,Country,State,City,Postal Code,Order Date,Ship Date,Ship Mode,Segment,Category,Sub-Category,Sales,Quantity,Profit,Discount,Region,Manufacturer,Return Reason,ï»¿Row ID
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
f azad,1377,CA-2015-126361,VD-21670,OFF-PA-10000806,Xerox 1934,Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Paper,447.83999999999997,8,219.4416,0,West,Xerox,Customer didn't realize item was in cart.,
F. Azad,1380,CA-2015-126361,VD-21670,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",Valerie Dominguez,United States,UT,Pleasant Grove,84062,04-08-2015,09-08-2015,Second Class,Consumer,Office Supplies,Storage,158.90000000000001,5,7.945000000,0,West,SAFCO,Customer didn't realize item was in cart.,
L Jenkins,3926,CA-2015-103940,BN-11515,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Bradley Nguyen,United States,WA,Seattle,98103,17-09-2015,21-09-2015,Standard Class,Consumer,Office Supplies,Storage,57.93,3,16.2204,0,West,Eldon,customer didn't realize that product was in cart,
L Jenkins,3926,CA-2015-103940,BN-11515,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Bradley Nguyen,United States,WA,Seattle,98103,17-09-2015,21-09-2015,Standard Class,Consumer,Office Supplies,Storage,57.93,3,16.2204,0,West,Eldon,customer didn't realize that product was in cart,
L Jenkins,3926,CA-2015-103940,BN-11515,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Bradley Nguyen,United States,WA,Seattle,98103,17-09-2015,21-09-2015,Standard Class,Consumer,Office Supplies,Storage,57.93,3,16.2204,0,West,Eldon,customer didn't realize that product was in cart,
L Jenkins,3926,CA-2015-103940,BN-11515,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Bradley Nguyen,United States,WA,Seattle,98103,17-09-2015,21-09-2015,Standard Class,Consumer,Office Supplies,Storage,57.93,3,16.2204,0,West,Eldon,customer didn't realize that product was in cart,
C ARNOLD,1241,CA-2015-127012,GM-14680,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Greg Matthias,United States,WA,Seattle,98105,11-08-2015,15-08-2015,Standard Class,Consumer,Office Supplies,Fasteners,22.960000000000001,2,10.7912,0,West,Other,Customor thought item wasn't in active order.,
C ARNOLD,1241,CA-2015-127012,GM-14680,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Greg Matthias,United States,WA,Seattle,98105,11-08-2015,15-08-2015,Standard Class,Consumer,Office Supplies,Fasteners,22.960000000000001,2,10.7912,0,West,Other,Customor thought item wasn't in active order.,
C ARNOLD,1241,CA-2015-127012,GM-14680,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Greg Matthias,United States,WA,Seattle,98105,11-08-2015,15-08-2015,Standard Class,Consumer,Office Supplies,Fasteners,22.960000000000001,2,10.7912,0,West,Other,Customor thought item wasn't in active order.,
F Azad,1186,CA-2015-127131,HR-14830,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,485.88,6,9.717600000,0,West,Carina,customer thought item was out of cart.,
F Azad,1188,CA-2015-127131,HR-14830,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,197.58000000000001,2,53.3466,0,West,Other,customer thought item was out of cart.,
F Azad,1186,CA-2015-127131,HR-14830,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,485.88,6,9.717600000,0,West,Carina,customer thought item was out of cart.,
F Azad,1188,CA-2015-127131,HR-14830,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,197.58000000000001,2,53.3466,0,West,Other,customer thought item was out of cart.,
F Azad,1186,CA-2015-127131,HR-14830,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,485.88,6,9.717600000,0,West,Carina,customer thought item was out of cart.,
F Azad,1188,CA-2015-127131,HR-14830,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,197.58000000000001,2,53.3466,0,West,Other,customer thought item was out of cart.,
F Azad,1186,CA-2015-127131,HR-14830,OFF-ST-10002344,"Carina 42""Hx23 3/4""W Media Storage Unit",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,485.88,6,9.717600000,0,West,Carina,customer thought item was out of cart.,
F Azad,1188,CA-2015-127131,HR-14830,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Harold Ryan,United States,WA,Seattle,98103,24-11-2015,30-11-2015,Standard Class,Corporate,Office Supplies,Storage,197.58000000000001,2,53.3466,0,West,Other,customer thought item was out of cart.,
S. Kelly,1461,CA-2016-119907,LC-17140,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Logan Currie,United States,WA,Seattle,98103,01-12-2016,08-12-2016,Standard Class,Consumer,Office Supplies,Binders,55.423999999999999,2,19.3984,0.20000000000000001,West,Wilson Jones,one of the rings wouldn't close,
M Gomez,4228,CA-2016-154970,SR-20740,FUR-CH-10003396,Global Deluxe Steno Chair,Steven Roelle,United States,WA,Seattle,98103,05-01-2016,10-01-2016,Standard Class,Home Office,Furniture,Chairs,61.584000000000003,1,-6.9282,0.20000000000000001,West,Global,armrests would not adjust,
L Smith,4750,CA-2017-123526,BV-11245,OFF-PA-10002986,Xerox 1898,Benjamin Venier,United States,WA,Seattle,98103,24-12-2017,25-12-2017,First Class,Corporate,Office Supplies,Paper,33.399999999999999,5,16.032,0,West,Xerox,Customer never received this item. Issuing refund,
R Duchesne,5136,CA-2017-151323,AB-10255,OFF-FA-10002983,Advantus SlideClip Paper Clips,Alejandro Ballentine,United States,WA,Seattle,98103,23-10-2017,28-10-2017,Standard Class,Home Office,Office Supplies,Fasteners,17.050000000000001,5,8.184,0,West,Advantus,customer ordered too many,
S Kelly,5458,CA-2018-130631,BS-11755,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Bruce Stewart,United States,WA,Edmonds,98026,29-12-2018,02-01-2019,Standard Class,Consumer,Furniture,Furnishings,68.459999999999994,2,20.538,0,West,Other,Found item for a better deal online,
S Kelly,5458,CA-2018-130631,BS-11755,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Bruce Stewart,United States,WA,Edmonds,98026,29-12-2018,02-01-2019,Standard Class,Consumer,Furniture,Furnishings,68.459999999999994,2,20.538,0,West,Other,Found item for a better deal online,
S. Kelly,1874,CA-2018-142888,BP-11230,FUR-TA-10004767,Safco Drafting Table,Benjamin Patterson,United States,WA,Spokane,99207,21-11-2018,25-11-2018,Standard Class,Consumer,Furniture,Tables,70.980000000000004,1,20.5842,0,West,SAFCO,legs wouldn't adjust,
R Chen,5268,CA-2018-147452,CS-11845,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Cari Sayre,United States,WA,Seattle,98103,30-09-2018,03-10-2018,First Class,Corporate,Office Supplies,Appliances,3.8900000000000001,1,1.0114,0,West,Other,Customer found belts he alrady had,
R Chen,5268,CA-2018-147452,CS-11845,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Cari Sayre,United States,WA,Seattle,98103,30-09-2018,03-10-2018,First Class,Corporate,Office Supplies,Appliances,3.8900000000000001,1,1.0114,0,West,Other,Customer found belts he alrady had,
R Chen,5268,CA-2018-147452,CS-11845,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Cari Sayre,United States,WA,Seattle,98103,30-09-2018,03-10-2018,First Class,Corporate,Office Supplies,Appliances,3.8900000000000001,1,1.0114,0,West,Other,Customer found belts he alrady had,
G Lindsay,2321,CA-2018-165491,HW-14935,TEC-AC-10000358,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Helen Wasserman,United States,WA,Seattle,98115,20-03-2018,24-03-2018,Standard Class,Corporate,Technology,Accessories,265.93000000000001,7,63.8232,0,West,Imation,Customer meant to order 32 GB,
S Kelly,521,CA-2016-157812,DB-13210,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Dean Braden,United States,Texas,Houston,77041,22-03-2016,26-03-2016,Standard Class,Consumer,Office Supplies,Storage,129.56800000000001,2,-25.9136,0.2,Central,Carina,customer found cheaper item on discount site,
G Lindsay,1438,CA-2016-139731,JE-15745,TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Joel Eaton,United States,Texas,Amarillo,79109,15-10-2016,15-10-2016,Same Day,Consumer,Technology,Accessories,263.88,3,42.8805,0.2,Central,Plantronics,Customer received wired headset,
E Williams,1942,CA-2018-144064,CP-12085,OFF-LA-10004544,Avery 505,Cathy Prescott,United States,Illinois,Quincy,62301,29-08-2018,01-09-2018,First Class,Corporate,Office Supplies,Labels,47.359999999999999,4,17.76,0.2,Central,Avery,Customer meant to order shipping labels,
S Kelly,1943,CA-2018-144064,CP-12085,OFF-ST-10004507,Advantus Rolling Storage Box,Cathy Prescott,United States,Illinois,Quincy,62301,29-08-2018,01-09-2018,First Class,Corporate,Office Supplies,Storage,27.440000000000001,2,2.401,0.2,Central,Advantus,Justomer received boxes without wheels.,
C  Arnold,1973,CA-2015-148950,JD-16015,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Joy Daniels,United States,Illinois,Chicago,60610,14-12-2015,19-12-2015,Standard Class,Consumer,Office Supplies,Binders,5.1040000000000001,4,-8.6768,0.8,Central,Avery,not all rings locked,
F Azad,2013,CA-2016-155761,SC-20800,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Stuart Calhoun,United States,Texas,Houston,77041,11-12-2016,11-12-2016,Same Day,Consumer,Office Supplies,Storage,46.344000000000001,3,4.6344,0.2,Central,Eldon,item that was shipped was actually a dark gray,
L Jenkins,2502,CA-2018-131618,LS-17200,OFF-BI-10000546,Avery Durable Binders,Luke Schmidt,United States,Illinois,Skokie,60076,17-06-2018,20-06-2018,First Class,Corporate,Office Supplies,Binders,2.3039999999999998,4,-3.5712,0.8,Central,Avery,Customer orderet too many,
C Arnold,2623,CA-2015-164861,MC-17635,OFF-PA-10001972,Xerox 214,Matthew Clasen,United States,Missouri,Saint Louis,63116,03-12-2015,06-12-2015,Second Class,Corporate,Office Supplies,Paper,25.920000000000002,4,12.4416,None,Central,Xerox,"customer received cardstock paper, instead of the printer paper",
G Lindsay,3099,CA-2018-135692,CV-12805,FUR-BO-10002268,Sauder Barrister Bookcases,Cynthia Voltz,United States,Texas,Fort Worth,76106,27-04-2018,01-05-2018,Standard Class,Corporate,Furniture,Bookcases,220.26560000000001,4,-42.1096,0.32,Central,Sauder,Customer ordered item from another site for cheaper,
F Azad,3972,CA-2016-132374,PS-19045,OFF-AR-10001615,Newell 34,Penelope Sewall,United States,Michigan,Sterling Heights,48310,22-02-2016,24-02-2016,Second Class,Home Office,Office Supplies,Art,79.359999999999999,4,20.6336,None,Central,Newell,Customer didn't realise pencils were in the cart,
E Williams,5096,US-2015-140452,BK-11260,TEC-PH-10000307,Shocksock Galaxy S4 Armband,Berenike Kampe,United States,Illinois,Chicago,60610,06-12-2015,10-12-2015,Standard Class,Consumer,Technology,Phones,35.039999999999999,4,-7.008,0.2,Central,Other,Customer tried to remove item before ordering,
E Williams,5099,US-2015-140452,BK-11260,OFF-ST-10002485,Rogers Deluxe File Chest,Berenike Kampe,United States,Illinois,Chicago,60610,06-12-2015,10-12-2015,Standard Class,Consumer,Office Supplies,Storage,35.167999999999999,2,-8.3524,0.2,Central,Rogers,Customer tried to remove item before ordering,
S. Kelly,5191,US-2018-136679,XP-21865,OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Xylona Preis,United States,Texas,Pasadena,77506,14-11-2018,18-11-2018,Standard Class,Consumer,Office Supplies,Art,45.039999999999999,2,4.504,0.2,Central,Boston,didn't work,
R. Duchesne,5801,CA-2015-123225,MN-17935,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Michael Nguyen,United States,Texas,El Paso,79907,11-07-2015,14-07-2015,First Class,Consumer,Technology,Phones,575.96799999999996,4,43.1976,0.2,Central,Polycom,customer didn't know item was in cart,
L Smith,6123,CA-2018-152660,CB-12415,OFF-ST-10000532,Advantus Rolling Drawer Organizers,Christy Brittain,United States,Illinois,Chicago,60610,04-12-2018,09-12-2018,Standard Class,Consumer,Office Supplies,Storage,61.567999999999998,2,4.6176,0.2,Central,Advantus,one wheel didn't roll,
S Kelly,6317,CA-2015-100762,NG-18355,OFF-PA-10001815,Xerox 1885,Nat Gilpin,United States,Michigan,Jackson,49201,24-11-2015,29-11-2015,Standard Class,Corporate,Office Supplies,Paper,144.12,3,69.1776,None,Central,Xerox,Lighterweight paper was shipped,
F. Azad,6531,CA-2015-103744,MG-17875,OFF-BI-10000320,GBC Plastic Binding Combs,Michael Grace,United States,Texas,El Paso,79907,23-02-2015,27-02-2015,Standard Class,Home Office,Office Supplies,Binders,4.4279999999999999,3,-6.8634,0.8,Central,GBC,Customer thought binding combs could be manually used,
S Kelly,7845,US-2018-123834,GM-14500,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Gene McClure,United States,Texas,Pharr,78577,21-07-2018,25-07-2018,Standard Class,Consumer,Furniture,Tables,124.404,4,-21.3264,0.3,Central,Hon,Customer ordered too many,
L Jenkins,8812,US-2017-140172,SP-20650,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Stephanie Phelps,United States,Michigan,Jackson,49201,08-03-2017,13-03-2017,Standard Class,Corporate,Office Supplies,Appliances,207.14400000000001,3,48.3336,0.1,Central,Honeywell,customer meant to order cleaner with larger volume,
L Jenkins,9778,CA-2015-169019,LF-17185,TEC-AC-10002076,Microsoft Natural Keyboard Elite,Luke Foster,United States,Texas,San Antonio,78207,26-07-2015,30-07-2015,Standard Class,Consumer,Technology,Accessories,431.13600000000002,9,-26.946,0.2,Central,Microsoft,"customer thought item was on wishlist, not cart",
L Jenkins,436,US-2015-150574,MK-18160,TEC-AC-10002600,Belkin QODE FastFit Bluetooth Keyboard,Mike Kennedy,United States,Florida,Jacksonville,32216,19-12-2015,25-12-2015,Standard Class,Consumer,Technology,Accessories,247.80000000000001,5,-18.585,0.20000000000000001,South,Belkin,keyboard didn't connect to computer,
S Kelly,1320,CA-2015-160773,LW-16825,OFF-BI-10000546,Avery Durable Binders,Laurel Workman,United States,Florida,Deltona,32725,01-07-2015,05-07-2015,Standard Class,Corporate,Office Supplies,Binders,5.1840000000000002,6,-3.6288,0.69999999999999996,South,Avery,Customer didn't realize item was in the cart.,
E Williams,3268,CA-2015-143840,EH-14185,TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Evan Henry,United States,Alabama,Decatur,35601,22-05-2015,29-05-2015,Standard Class,Consumer,Technology,Phones,135.97999999999999,2,33.995,0,South,Nortel,customer didn't realize item was in the cart,
C Arnold,3483,CA-2015-124688,CC-12610,TEC-PH-10000455,GE 30522EE2,Corey Catlett,United States,Virginia,Springfield,22153,27-08-2015,29-08-2015,First Class,Corporate,Technology,Phones,579.95000000000005,5,168.1855,0,South,Other,Customer thought phone was removed from cart.,
C Arnold,7431,US-2015-164763,MH-17440,OFF-PA-10003063,EcoTones Memo Sheets,Mark Haberlin,United States,Mississippi,Jackson,39212,17-03-2015,21-03-2015,Standard Class,Corporate,Office Supplies,Paper,16,4,7.68,0,South,Other,customer didn't know item was in cart,
S Kelly,2291,CA-2016-149342,TS-21160,TEC-PH-10001557,Pyle PMP37LED,Theresa Swint,United States,Georgia,Columbus,31907,20-04-2016,25-04-2016,Standard Class,Corporate,Technology,Phones,287.97000000000003,3,77.7519,0,South,Pyle,was broken,
L Smith,3807,CA-2016-113628,AH-10690,OFF-AR-10001246,Newell 317,Anna Häberlin,United States,Florida,Plantation,33317,12-11-2016,19-11-2016,Standard Class,Corporate,Office Supplies,Art,11.76,5,1.323,0.20000000000000001,South,Newell,customer ordered too many,
S Kelly,7155,US-2016-136749,LH-16900,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Lena Hernandez,United States,Georgia,Columbus,31907,25-12-2016,27-12-2016,Second Class,Consumer,Furniture,Furnishings,275.88,6,46.8996,0,South,Tenex,customer ordered more than she needed,
G Lindsay,1402,CA-2017-159212,KM-16375,OFF-EN-10002230,Airmail Envelopes,Katherine Murray,United States,Virginia,Salem,24153,01-11-2017,05-11-2017,Standard Class,Home Office,Office Supplies,Envelopes,251.78999999999999,3,118.3413,0,South,Other,customer ordered to many,
F Azad,2197,CA-2017-136483,AG-10390,OFF-AR-10000940,Newell 343,Allen Goldenen,United States,Tennessee,Knoxville,37918,01-12-2017,06-12-2017,Standard Class,Consumer,Office Supplies,Art,4.7039999999999997,2,0.4116,0.20000000000000001,South,Newell,Customer ordered too many packages,
L Jenkins,7079,CA-2017-106950,JE-15715,OFF-AP-10000159,Belkin F9M820V08 8 Outlet Surge,Joe Elijah,United States,North Carolina,Charlotte,28205,02-09-2017,06-09-2017,Standard Class,Consumer,Office Supplies,Appliances,309.45600000000002,9,34.8138,0.20000000000000001,South,Belkin,Customer meant to order 10 outlet item,
C Arnold,8892,CA-2017-162159,CR-12625,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Corey Roper,United States,Georgia,Columbus,31907,16-09-2017,18-09-2017,First Class,Home Office,Furniture,Chairs,121.78,2,30.445,0,South,Global,Black chair was shipped,
R Chen,8965,CA-2017-157280,LW-17125,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Liz Willingham,United States,Virginia,Virginia Beach,23464,05-11-2017,07-11-2017,First Class,Consumer,Furniture,Furnishings,756.79999999999995,5,75.68,0,South,Tenex,mat did not fit under desk,
R Chen,4912,CA-2018-127306,BH-11710,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Brosina Hoffman,United States,Tennessee,Johnson City,37604,14-01-2018,18-01-2018,Standard Class,Consumer,Technology,Phones,111.98399999999999,2,6.999,0.20000000000000001,South,Other,customer found item cheaper at online discount store,
R Duchesne,8576,CA-2018-101273,ST-20530,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Shui Tom,United States,Florida,Port Saint Lucie,34952,27-08-2018,30-08-2018,Second Class,Consumer,Office Supplies,Appliances,14.336,4,0.896,0.20000000000000001,South,Hoover,Customer found item on sale at online discount store,
L Smith,8697,CA-2018-119284,TS-21205,TEC-PH-10001051,HTC One,Thomas Seio,United States,Tennessee,Nashville,37211,15-06-2018,20-06-2018,Standard Class,Corporate,Technology,Phones,239.976,3,26.9973,0.20000000000000001,South,HTC,customer ordered product from elsewhere,
M Gomez,8954,CA-2018-150910,JL-15130,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Jack Lebron,United States,Tennessee,Jackson,38301,22-12-2018,28-12-2018,Standard Class,Consumer,Office Supplies,Appliances,59.240000000000002,5,16.291,0.20000000000000001,South,Holmes,Customer ordered wromng size,
